ensemblGeneID	raw.CON1	raw.CON2	raw.CON3	raw.SCUTE1	raw.SCUTE2	raw.SCUTE3	norm.CON1	norm.CON2	norm.CON3	norm.SCUTE1	norm.SCUTE2	norm.SCUTE3	tpm.CON1	tpm.CON2	tpm.CON3	tpm.SCUTE1	tpm.SCUTE2	tpm.SCUTE3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
FBgn0085382	149	92	130	2220	2319	2343	163.863464027338	113.967198792122	128.952954090567	1818.05388242973	1721.40293934342	1766.49809726563	0.627888081540963	0.433105377148248	0.486144847932185	10.1749582312332	9.93198714509479	10.8378616693601	680.462161291981	-3.70290786905966	0.167379287804423	-22.1228559257963	1.9048006485001e-108	2.67461222487249e-106
FBgn0033983	93	109	105	2879	3834	5255	102.27719566807	135.026355090666	104.15430907315	2357.73744482667	2845.99347539572	3961.99210462266	0.748381148920514	0.979887383925639	0.749817468890399	25.1979520640375	31.3567778035141	46.4181636343279	1095.59888905826	-4.75040642627906	0.214911991695382	-22.1039616673058	2.89517276033068e-108	4.00797930440708e-106
FBgn0036725	314	357	371	5643	6329	7033	345.323004728752	442.242282269428	368.011892058464	4621.29642277072	4698.04191595709	5302.51008026854	0.816728453784728	1.0373517202244	0.856344103916458	15.9640021624864	16.7310255659872	20.0800134499351	1910.90197030214	-3.66292964670551	0.166574316286537	-21.9897624577647	3.60871829208974e-107	4.9264016795764e-105
FBgn0033438	240	224	171	5103	6165	7920	263.941150111148	277.485353580818	169.62273191913	4179.06710001754	4576.30406254945	5971.26117385566	1.22867506457564	1.28110167339419	0.776869868702972	28.4141756464939	32.0773374492541	44.5067957287743	1945.77007109423	-4.37596270170959	0.199305527244142	-21.9560529114138	7.58048564619462e-107	1.020665663239e-104
FBgn0027550	943	883	1122	8082	9239	8185	1037.06876897839	1093.83735362438	1112.96318838166	6618.69886387257	6858.14650995853	6171.05716010209	7.77365083781949	8.13174624961081	8.20790948156401	72.4629270610505	77.4065539145062	74.0640343455043	2849.57435580243	-2.59852068193913	0.119524529001865	-21.7404804155187	8.5004442075522e-105	1.12906575832474e-102
FBgn0267001	624	598	493	8598	9475	8797	686.246990288985	740.78679214879	489.029279743457	7041.27355005894	7033.33025022807	6632.47279626367	0.877209863084145	0.939139003629981	0.615024193156125	13.1461942997541	13.5374717760268	13.5746566098729	2737.93115910787	-3.43580727025531	0.158097940845883	-21.7321443395939	1.01929456169956e-104	1.33581949959266e-102
FBgn0263199	905	737	965	4904	5166	5538	995.278086877455	912.976364236887	957.227697672284	4016.09740515109	3834.74238234071	4175.3591389915	7.21441875761928	6.5634175365967	6.82663126612463	42.5193795957202	41.8549279716252	48.4597381649095	1850.07397810658	-2.06887290687632	0.0956542931433147	-21.628646649206	9.65750509489989e-104	1.24899496812857e-101
FBgn0035903	278	267	240	3542	3972	4330	305.73183221208	330.752631277135	238.0669921672	2900.69677998474	2948.43142521434	3264.59102055493	1.71396195789702	1.83898175746835	1.31308847141365	23.7513680165608	24.8888626685827	29.3035085863431	1212.81424635188	-3.38472490305875	0.156713129396985	-21.5982216428375	1.86664153978592e-103	2.38275580448777e-101
FBgn0261788	471	355	319	6895	7825	9761	517.984507093128	439.764734469599	316.430710422237	5646.61329700586	5808.52867630972	7359.27781792994	0.237876427267817	0.200294318472903	0.142970865817337	3.78746353386095	4.01656015154355	5.41128187016145	2336.82075363938	-3.88571310942997	0.180716464485656	-21.501710541368	1.50054162213604e-102	1.89087482102246e-100
FBgn0261649	492	477	567	8205	10317	12353	541.079357727854	590.895150259152	562.43326899501	6719.42887627746	7658.35020491852	9313.50874755543	1.47375275449409	1.59620138532809	1.50719328365896	26.7314059988874	31.4088754010635	40.6169503777329	2955.31999899539	-3.80577458139022	0.17782449336711	-21.4018581429803	1.28388145765808e-101	1.59737605662294e-99
