ensemblGeneID	raw.CON1	raw.CON2	raw.CON3	raw.DA1	raw.DA2	raw.DA3	norm.CON1	norm.CON2	norm.CON3	norm.DA1	norm.DA2	norm.DA3	tpm.CON1	tpm.CON2	tpm.CON3	tpm.DA1	tpm.DA2	tpm.DA3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
FBgn0035260	137	69	91	7388	6460	4418	150.66640652178	85.4753990940912	90.2670678633967	7783.07161598321	8703.43971779919	5031.79830643863	0.715661243624234	0.402666778029984	0.421846731167866	39.228383961494	43.9004672107778	27.9874449034215	2487.10121449165	-6.04178799470537	0.253719856757384	-23.812830702024	2.45938644801488e-125	2.19757358159439e-122
FBgn0032726	137	147	184	12789	13307	6607	150.66640652178	182.099763287412	182.518027328187	13472.8888598821	17928.2774496523	7524.91883445903	1.91895210354279	2.30022691012079	2.2871136985191	182.081890665849	242.478600823926	112.227291853579	4977.05481654907	-6.23923882327353	0.263160400640075	-23.7088817622183	2.92005388867002e-124	2.3917674726448e-121
FBgn0262148	116	115	115	1111	968	1096	127.571555887055	142.458998490152	114.073767080117	1170.41047175925	1304.16867597982	1248.26866090012	1.79627405971512	1.98940051785071	1.58029735628207	17.4869982667227	19.5002266388067	20.5814406771216	678.653120922073	-3.28186103616965	0.142230072094227	-23.0743118374813	8.38736840349399e-118	6.34149569522634e-115
FBgn0037443	1063	894	988	10295	9248	7638	1169.03934403396	1107.46386652344	980.042451088307	10845.5227783632	12459.6610696915	8699.1569634627	5.90984572683572	5.5525205632861	4.87445637909406	58.1776037737035	66.8867960368345	51.4959580095062	6272.89484431672	-3.29712258546024	0.146884112667733	-22.4471014977546	1.36592898203105e-111	9.58979711741658e-109
FBgn0030964	237	174	221	3542	3470	2945	260.641885734759	215.546658585099	219.220021953963	3731.4076426384	4675.06746451442	3354.1525605391	1.81190941385974	1.48609701200043	1.49936294403748	27.5247441828556	34.511775509799	27.3038596559682	1504.99496254987	-4.07943091465725	0.183006316990033	-22.2912027396269	4.49746777637184e-110	2.94704071826392e-107
FBgn0085223	905	605	715	7838	6766	6446	995.278086877455	749.458209448191	709.241247498117	8257.13526341045	9115.7079149581	7341.55090160783	29.3973796398257	21.9545830530868	20.6106860376379	258.792627476276	285.91815176336	253.922363229082	4783.80126629365	-3.33217752992352	0.149659019757883	-22.2651299956012	8.04888127069401e-110	4.94452837560321e-107
FBgn0025885	11303	11651	15665	127039	99247	87495	12430.528415443	14432.9547079023	15538.8309679133	133832.381567798	133713.665893563	99650.7905889198	121.09210398489	139.442473250141	148.928858576917	1383.39360303207	1383.21336997752	1136.72638713214	48190.7486879821	-3.11431776687941	0.142630744576304	-21.8348279407132	1.08349821917587e-105	6.26453176251744e-103
FBgn0003448	309	350	431	9288	7039	9090	339.824230768103	433.570864970028	427.528640100264	9784.67368289822	9483.51581634497	10352.8851529034	3.94152036527852	4.98750239304769	4.87875410596448	120.424291866821	116.806215537927	140.611158719422	9209.25213111806	-4.6245625138252	0.212656168623822	-21.7466652566558	7.42872783694792e-105	4.05649810607562e-102
FBgn0031004	1862	1460	2563	14327	11108	13135	2047.74342294566	1808.60989387497	2542.35708718556	15093.1330593112	14965.6050132064	14959.8620993824	23.4004419775467	20.4977889253922	28.5837598222009	183.014813475044	181.605897308259	200.182020861957	7606.39098900322	-2.81391770330625	0.130599138346268	-21.5462195152121	5.74507273946916e-103	2.97201683980223e-100
FBgn0085408	2402	1763	2487	10228	9124	10850	2641.61101069574	2183.95838554903	2466.96920633261	10774.9399686351	12292.5981401238	12357.4041704072	9.33448197202437	7.65383874087256	8.57668318038676	40.401225290603	46.1266789745457	51.132563322078	6587.6994874858	-2.2798348281142	0.108275918647663	-21.0557883653975	2.02388193807121e-98	9.94636778465096e-96
FBgn0010504	10013	8895	13115	1778	1383	1878	11011.8447335955	11018.8938397383	13009.3691761368	1873.07814472363	1863.29057735546	2138.9129061774	102.522695179966	101.744637364655	119.16547752093	18.5043636301488	18.421613712217	23.3185743428311	5748.63871985468	2.57621601366527	0.122829486259262	20.9739215893775	1.13510933000484e-97	5.31285219267505e-95
FBgn0034117	150	99	193	2137	1584	2522	164.963218819468	122.638616091522	191.445539534457	2251.27558789336	2134.09419705788	2872.38463758221	1.84585510713431	1.36097867498761	2.10760888944901	26.7299083494335	25.3577793380813	37.6358768805968	967.387074224594	-3.91585398859726	0.187703919085876	-20.8618658985257	1.18939603649914e-96	5.31389711034092e-94
FBgn0023214	1031	943	1884	18132	14192	14344	1133.84719068581	1168.16378761925	1868.82588851252	19101.6045670016	19120.621745357	16336.8299926563	15.0867467589295	15.4155280292437	24.4649424151036	269.692733187214	270.165712293543	254.541043515621	7596.08563354654	-3.70856602027253	0.183088521302978	-20.2555899948284	3.17128115074478e-91	1.35524010568132e-88
FBgn0069973	38	52	80	1362	1392	2028	41.7906821009318	64.416242795547	79.3556640557334	1434.83263954644	1875.41611256602	2309.7525951692	0.557977328037444	0.852994198094024	1.04243577521244	20.3280941214406	26.5902171568843	36.1119978077383	656.353793771462	-4.91656234399946	0.245879372747127	-19.995830837977	5.98733907441033e-89	2.45206482343246e-86
FBgn0002932	924	1132	1345	12745	9471	10637	1016.17342792792	1402.29205470306	1334.16710193702	13426.5359699115	12760.1048865752	12114.8118120389	4.92473402761748	6.74011044839336	6.36149891811876	69.0457971427756	65.6683853983004	68.7512465348154	6957.2298831871	-3.35161022134205	0.167693426223534	-19.9865331445634	7.2136982802579e-89	2.8361376158662e-86
FBgn0032140	74	46	65	4460	2571	3340	81.381854617604	56.9835993960608	64.4764770452834	4698.49748338997	3463.86122514887	3804.03040821752	1.20648673071472	0.837834884759196	0.940438826517088	73.9115462293868	54.5308916863172	66.0370866528368	1376.4703462069	-5.88100258963008	0.30023286341807	-19.5881374299817	1.95201846022749e-85	7.37938055599078e-83
FBgn0262624	1129	1248	1429	11896	10704	9189	1241.62316031453	1545.98982709313	1417.49054919554	12532.1358884321	14421.3032104214	10465.639347638	16.5321626482476	20.4155032573419	18.5692481702182	177.061150564928	203.906711423512	163.175362964722	5979.3747107474	-3.15371535700514	0.167824173429205	-18.7917824504317	8.81676881035146e-79	3.20963039396091e-76
FBgn0036316	294	384	520	3611	2973	3285	323.327908886157	475.689177567116	515.811816362267	3804.09740191058	4005.46846455371	3741.38918892053	2.10758343034402	3.07523597687308	3.30801258384043	26.3118589643629	27.7256698159552	28.5577131820469	2003.99394014995	-3.1346098294671	0.167101064464568	-18.7587663759721	1.64165498295598e-78	5.76279529552655e-76
FBgn0085423	2236	2274	3129	16488	14177	16824	2459.0517152022	2816.97184840527	3103.79841037987	17369.6920417341	19100.4125200061	19161.3795173208	7.66339890657857	8.70662563370142	9.51659441927146	57.4386483219367	63.2096907319985	69.9245212537599	10816.4784036208	-2.73076962256907	0.145793560842936	-18.7303856684791	2.79881125669721e-78	9.48603994554376e-76
FBgn0040729	2828	1524	2507	217	128	144	3110.10655214303	1887.89142346949	2486.80812234654	228.604025537135	172.45205632791	164.006101432133	214.128476443777	128.910937297446	168.451824812058	16.700956879633	12.6082462994479	13.2223339695709	1802.73252928635	3.724836050259	0.199659535278505	18.6559386961571	1.1300016787416e-77	3.70226216678373e-75
FBgn0038113	28	27	29	497	425	430	30.793134179634	33.4468952976878	28.7664282202033	523.576961714085	572.594718276262	489.740441776507	0.441618667885279	0.47573262262691	0.405895049204986	7.96768910556347	8.72023150430622	8.22448013725833	314.692686659894	-4.09649484050531	0.221981287480928	-18.4542349807628	4.82143869918385e-76	1.52870712820252e-73
FBgn0033437	638	594	810	5110	4650	4677	701.643557378802	735.831696549133	803.4760985643	5383.25608522932	6264.85985878734	5326.78150276447	10.0775375421434	10.4816575904391	11.3539016797429	82.042945726923	95.5512541015542	89.5883884412222	5005.8360965177	-2.92073821145703	0.158591573648905	-18.4167301216334	9.6457280746691e-76	2.96274566393508e-73
FBgn0030358	50	39	46	570	541	543	54.9877396064892	48.3121820966602	45.6295068320467	600.480620074503	728.87939432343	618.439674150334	0.281734064286302	0.24549561567232	0.230013619441904	3.26460627320113	3.96566764327406	3.71039199343632	333.157115446593	-3.70932986288781	0.202290290637759	-18.3366678212456	4.21876376538757e-75	1.25655239545438e-72
FBgn0037623	2064	1558	1877	7955	7474	7922	2269.89389095588	1930.00973606658	1861.88226790764	8380.39181174153	10069.5833515218	9022.61344128719	12.6337205661786	10.65365931195	10.1955864343242	49.4935216940815	59.5147152542044	58.8040205209739	4888.38456938222	-2.18008482505229	0.119449059615624	-18.2511677535814	2.02533360174654e-74	5.85500116810785e-72
FBgn0264475	4	4	3	1428	1124	1046	4.39901916851914	4.95509559965746	2.97583740209	1504.36197450244	1514.34461962946	1191.32209790285	0.112872978964995	0.126095551217939	0.0751238115856846	40.9585715824456	41.2615938349927	35.7941693775798	470.342845089495	-8.43902871606786	0.47234558372634	-17.8662170385764	2.16165547536911e-71	6.07054619068656e-69
FBgn0031894	156	109	134	1473	1158	990	171.561747572246	135.026355090666	132.920737293353	1551.76833924516	1560.15219709156	1127.54194734591	1.26539947367314	0.987732460198013	0.964571029021632	12.144856761473	12.219721363145	9.73842792125994	692.932234485597	-3.26967170304916	0.183257219437481	-17.8419803218973	3.33658618659224e-71	9.1098071188931e-69
FBgn0051431	477	581	717	3783	3053	4018	524.583035845907	719.727635850246	711.22513909951	3985.29506270499	4113.25099975866	4576.22580246048	6.02309641967241	8.19572440715839	8.03427987573286	48.5539287698674	50.1508078754277	61.5264669758317	2815.06190163216	-2.69651583015089	0.151726872072564	-17.7721704357107	1.16110135822525e-70	3.08445006756649e-68
FBgn0037217	26	8	10	2221	1639	924	28.5936245953744	9.91019119931492	9.91945800696667	2339.76746874644	2208.19469001128	1052.37248418952	0.372518834954504	0.128048546287308	0.127145575613033	32.345215254033	30.5494597402537	16.0545252581148	790.138297416804	-6.85214109468557	0.387702134249698	-17.6737254953373	6.68337708910459e-70	1.72870824760024e-67
FBgn0015380	1004	805	1324	6157	5924	5154	1104.1538112983	997.212989431064	1313.33624012239	6486.2441715767	7981.29673192607	5870.05171375841	6.88197898229417	6.16432157882994	8.05367274599899	42.8978357251533	52.8255918595414	42.8424848480598	4037.37691348116	-2.57322655168524	0.14651795839043	-17.562533493869	4.76980117054283e-69	1.20211219757091e-66
FBgn0263873	1692	1093	1349	8823	6669	6926	1860.7851082836	1353.9798726064	1338.1348851398	9294.80791389008	8985.0215910221	7888.2379063816	3.57745539670609	2.58168831016671	2.53111677959299	18.9616771282257	18.3435876435146	17.7585280135029	5797.92612471303	-2.52290396988473	0.144213823186853	-17.4941896285204	1.58653054046372e-68	3.89850217055448e-66
FBgn0001216	27	22	27	566	433	448	29.6933793875042	27.253025798116	26.78253661881	596.266720986261	583.372971796757	510.241204455524	0.220018010893275	0.200275086518879	0.195247102803698	4.68810683598126	4.59020475869136	4.42713833237942	212.598859088279	-4.3354021212851	0.254244464715427	-17.0521003324012	3.37195744259904e-65	8.08365114714779e-63
FBgn0050184	29	27	33	474	378	372	31.8928889717637	33.4468952976878	32.73421142299	499.347041956692	509.272478843358	423.682428699676	0.76363878652493	0.794261519707552	0.771134768925331	12.686882617522	12.9488581512488	11.8790997533965	199.178897200151	-3.8686551616042	0.226981684095945	-17.0439089700688	3.87915380919484e-65	9.07814352156573e-63
FBgn0039043	229	127	312	6467	4755	3821	251.843847397721	157.324285289124	309.48708981736	6812.82135091546	6406.32443624383	4351.85634425124	3.40009172818733	2.10653485581427	4.11089240007191	97.598829973871	91.8449675846061	68.7991064077996	2170.13206561471	-4.60890114583755	0.272371315958388	-16.9213895729816	3.12958725959011e-64	7.1536542266305e-62
FBgn0015903	5465	6224	7310	57071	44214	39015	6010.15993898927	7710.12875306701	7251.12380309264	60122.8587162666	59568.7126443922	44435.4031067684	41.1306619961927	52.3305012317352	48.822416845806	436.593850822611	432.897455146093	356.088339892626	23289.2796918071	-2.96834361699653	0.177702227330886	-16.7040315790156	1.22500687882894e-62	2.73649832091129e-60
FBgn0259244	884	788	1129	5745	5248	7235	972.183236242729	976.153833132519	1119.90680898654	6052.21256548776	7070.53430944429	8240.16766570472	3.32363950819101	3.30976868471643	3.76688146276134	21.9552445994441	25.6687763944052	32.9876054635519	3468.8824434325	-2.79921740577055	0.169609898688339	-16.5038563634435	3.44192028937269e-61	7.51791878316537e-59
FBgn0085227	5438	3301	4877	683	641	758	5980.46655960177	4089.19264361732	4837.71966999765	719.523269317344	863.60756332961	863.309895038587	217.484801572922	147.484035049857	173.088745077664	27.764957444387	33.3501223523093	36.7628797364592	4422.20320292298	2.60807199077553	0.160845009313824	16.2148145093326	3.96272181824159e-59	8.46730277206448e-57
FBgn0260440	138	202	242	4822	3378	2725	151.76616131391	250.232327782702	240.050883768593	5079.85535087589	4551.11754902874	3103.58768335112	1.40688299080805	2.30059429982054	2.18937736023266	49.9680840901851	44.8010539046378	33.6896118792582	2675.01542126422	-4.31033825314433	0.26887115449533	-16.0312409162479	7.73231353717307e-58	1.61704063312498e-55
FBgn0035308	338	332	445	2307	1935	1886	371.717119739867	411.272934771569	441.415881310017	2430.36629914365	2606.99007026957	2148.02435625696	1.5419116871348	1.69196221833642	1.80147888088513	10.6973694120364	11.4834785083055	10.433621957365	1361.74974162556	-2.55230436148076	0.159312911195873	-16.0207000319186	9.16130581582738e-58	1.87596822632849e-55
FBgn0052182	61	51	63	642	579	454	67.0850423199169	63.1774688956326	62.49258544389	676.330803662862	780.076098545779	517.074792015196	0.900048508064488	0.840651582270221	0.824903212654459	9.62847946400468	11.1138450539283	8.12348798849033	513.818705684919	-3.35499954864342	0.212024880046386	-15.8236125303286	2.13861645165527e-56	4.28989002108565e-54
FBgn0039756	35264	28601	45152	121567	97338	108165	38781.7529896647	35430.1723114507	44788.3367930559	128067.767615083	131141.705147235	123192.49973199	432.946618376668	392.277839112774	491.933201942775	1517.06810390113	1554.65808659604	1610.42365848816	63995.3724630365	-1.68408011628317	0.106541746630286	-15.8067627906191	2.79462508254241e-56	5.49367398726186e-54
FBgn0035904	47292	29973	39846	6339	5848	7717	52009.6036294018	37129.7701021333	39525.0723745594	6677.97658009171	7878.90332348137	8789.13253299839	1142.1236227566	808.658999806496	853.958032886176	155.608309317848	183.731021610094	226.008379834573	30090.2961539704	2.46242317748002	0.156311644248362	15.7532932963555	6.51957914094415e-56	1.25648908581059e-53
FBgn0267821	4080	3690	4576	13548	8742	11159	4486.99955188952	4571.07569068401	4539.14398398795	14272.4762118761	11777.9365345202	12709.3339297303	24.0933529454338	24.3429508972817	23.9800155064607	81.3202802442926	67.1579722000033	79.9121776593776	7533.27633349689	-1.51141844730855	0.0960754445367446	-15.7315790168476	9.18906249242616e-56	1.73690952380878e-53
FBgn0262508	366	281	413	1709	1349	1428	402.510253919501	348.095465875936	409.673615687724	1800.38838545145	1817.48299989336	1626.39383920198	0.734158545467517	0.629687207003622	0.73516561941502	3.48447565552063	3.52022493730954	3.47366224826751	888.046284411821	-2.17448803094213	0.139220314571638	-15.6190426492911	5.4010497121069e-55	1.00163995509998e-52
FBgn0003748	7649	8405	11488	51058	47779	42505	8412.02440500072	10411.8946287802	11395.4733584033	53788.3149118667	64371.7718694624	48410.2732039778	48.5224749360351	59.5642638209624	64.6709252645839	329.221873101854	394.298415566094	326.985814638466	27679.7739044047	-2.46254297292639	0.158300116835925	-15.5561664902546	1.44498382868601e-54	2.63013815780645e-52
FBgn0040726	328	226	242	1582	1538	1369	360.719571818569	279.962901380646	240.050883768593	1666.59708939976	2072.11923931504	1559.19689486521	1.93960826666139	1.49299515770857	1.26993622868415	9.50896526383812	11.8316744311136	9.81734920716036	2049.54901687088	-2.58908328461033	0.167789042525477	-15.4305862030127	1.01940077748791e-53	1.82176186216884e-51
FBgn0037307	27	25	24	442	369	325	29.6933793875042	30.9693474978591	23.80669921672	465.635849250755	497.146943632802	370.152659482244	0.579684184099234	0.599621882053016	0.457262191205701	9.64576230481794	10.3063229262066	8.46177857502988	184.309652160722	-3.98720064281502	0.259943932738749	-15.3386947747008	4.21586623680482e-53	7.39959807884903e-51
FBgn0032184	23	14	20	842	824	535	25.294360218985	17.3428345988011	19.8389160139333	887.025758074968	1110.16011261092	609.328224070771	0.761058787407052	0.517521243645632	0.587282052209499	28.3197267964462	35.4704969522667	21.4681568312105	321.555920421573	-5.3788552001678	0.352659620200705	-15.2522571115644	1.59038970457188e-52	2.74244568530475e-50
FBgn0263077	310	240	319	1973	1615	1844	340.923985560233	297.305735979448	316.430710422237	2078.50572527543	2175.8599294498	2100.18924333925	0.627149617364216	0.542413495968391	0.572699119059883	4.05716950108339	4.25041844037031	4.52398329887111	1078.72140210365	-2.73414348872565	0.179610986293238	-15.2225849050337	2.50437170749168e-52	4.24404646774754e-50
FBgn0035160	101	109	127	1053	828	823	111.075234005108	135.026355090666	125.977116688477	1109.30893497974	1115.54923937117	937.340426935036	1.51868000708484	1.83096978310911	1.69463037687208	16.0938471413436	16.1966400728795	15.0070505536164	445.586309210719	-3.08828688154371	0.204039411577663	-15.1357370503307	9.41202727228758e-52	1.56797993320872e-49
FBgn0000591	109	121	202	910	613	744	119.873272342146	149.891641889638	200.373051740727	958.662042575084	825.88367600788	847.364857399352	3.01579279883519	3.73998749018773	4.95966948200799	25.5919272961531	22.0640467512475	24.9631016924431	7024.6194972601	-2.48061709558464	0.165608703303181	-14.9787846055612	1.01048042707912e-50	1.65533535296011e-48
FBgn0260477	1303	1327	1923	9050	6342	6588	1432.98049414511	1643.85296518636	1907.51177473969	9533.94668714782	8544.4604783719	7503.27914052007	33.7267070133536	38.371627900097	44.1707905994204	238.102909576232	213.552890689046	206.791995047824	3603.30749358704	-2.35938764396178	0.157572789279516	-14.9733190276686	1.09706719871542e-50	1.76771696658588e-48
FBgn0053208	3050	3044	3416	10199	8458	10270	3354.25211599584	3770.82775133933	3388.48685517981	10744.3892002454	11395.3085345427	11696.8240396389	4.16384327439522	4.64246844501419	4.1384599945253	14.1526812646335	15.0214517983063	17.0026097622205	7665.04893191056	-1.68650427414528	0.114245538913909	-14.7621017868904	2.57140657989649e-49	4.07650891512945e-47
FBgn0264707	2974	3785	4012	15136	12788	13851	3270.67075179398	4688.75921117587	3979.68655239503	15945.3941499082	17229.0382525102	15775.3368815033	5.14150313925384	7.31012498304551	6.15511865847761	26.5978700128192	28.7608330646002	29.0389479876629	10959.9988688084	-2.03579230586063	0.138129018689617	-14.7383390193712	3.65668005231282e-49	5.70500130701313e-47
FBgn0010379	12456	13286	14915	40142	34017	36468	13698.5456907686	16458.3500342623	14794.8716173908	42288.5843000539	45830.481250832	41534.5451876876	54.4302296567536	64.8583046870549	57.8377232799046	178.29828786888	193.378091525303	193.252055424126	23650.5897642133	-1.52825285888439	0.105135554030166	-14.5360232604653	7.16350293893316e-48	1.10015734979334e-45
FBgn0001083	122	109	92	806	694	1023	134.170084639834	135.026355090666	91.2590136640934	849.100666280789	935.013492902885	1165.12667892411	0.552520199501486	0.551473444678456	0.369745179656291	3.71030806308456	4.08881529347683	5.61842478757918	418.204206193338	-3.03733747889001	0.209134710695349	-14.5233541997462	8.6187535895261e-48	1.30328813894542e-45
FBgn0266591	2	4	5	539	496	339	2.19950958425957	4.95509559965746	4.95972900348334	567.822902140627	668.25171827065	386.097697121479	0.0971532261867648	0.217068597302115	0.215537876467299	26.6135368982634	31.3443018020806	19.9699757674936	274.723603226066	-7.06458753792415	0.490581051504436	-14.4004492555503	5.14082617156672e-47	7.65590289694238e-45
FBgn0030360	268	218	491	2555	1960	2250	294.734284290782	270.052710181332	487.045388142064	2691.62804261466	2640.67211252112	2562.59533487707	3.46002254329709	3.14420175133421	5.62538163074082	33.5290800649773	32.9192474395286	35.227129906036	1204.31811355138	-2.90472477077146	0.201725260003588	-14.3994102212077	5.21869461893519e-47	7.65590289694238e-45
FBgn0035085	3491	3249	4582	11263	8836	11772	3839.24397932508	4024.77640082177	4545.09565879213	11865.2863577178	11904.581013386	13407.4987920768	53.3212195716735	55.4382757024303	62.1057304936462	174.860174907524	175.57214907596	218.047487699563	7595.28972881804	-1.58285478652436	0.110164244744268	-14.3681354163391	8.20095630586959e-47	1.185399993094e-44
FBgn0040658	223	196	406	2510	2131	1734	245.245318644942	242.799684383215	402.729995082847	2644.22167787194	2871.05728152168	1974.90680474526	3.59717369771269	3.53201382509324	5.81177702750976	41.1544561295702	44.7187534046785	33.9200315685774	1296.90108665027	-3.06872172813792	0.213812538644676	-14.3523936790147	1.02922594308138e-46	1.46612489776042e-44
FBgn0050339	395	365	647	2718	2352	3503	434.403142891265	452.152473468743	641.788933050744	2863.34443046053	3168.80653502534	3989.67620358862	8.2152882026257	8.48063456761707	11.9414304321724	57.4594890084498	63.6374425575872	88.3520140016384	1944.45059826281	-2.7115571012869	0.1896104848709	-14.3006706782756	2.16710936297222e-46	3.04293113266485e-44
FBgn0035879	8171	8406	11906	34988	29115	33201	8986.09640649247	10413.1334026802	11810.1067030945	36858.9753248539	39226.1064061491	37813.6567614461	38.3015517617713	44.0190151722654	49.5260168875176	166.70432826877	177.544672858434	188.730865744973	20519.6099586777	-1.86763980231237	0.132141461880394	-14.1336396293453	2.35643679141422e-45	3.26217143983244e-43
FBgn0003285	5764	4069	6108	1806	1491	1706	6338.98662183608	5040.57099875155	6058.80495065524	1902.57543834132	2008.79699988213	1943.01672946679	19.6189524663529	15.472101648575	18.4491871081258	6.24821820436284	6.60205562150803	7.04176419810244	10689.7987477561	1.57510242451018	0.112846665328489	13.95789959699	2.81611400756047e-44	3.84438674726553e-42
FBgn0039755	58	43	62	641	544	363	63.7857779435275	53.2672776963177	61.5006396431934	675.277328890801	732.921239393616	413.432047360168	1.06566518050457	0.882614413123494	1.01090614392849	11.9711924027458	13.0029344931914	8.08816525078046	371.489424916433	-3.34717535632957	0.241418419848827	-13.8646229166173	1.03769994615744e-43	1.39719900969609e-41
FBgn0003888	36190	30133	38928	99885	85183	97971	39800.1259271769	37327.9739261196	38614.4661295199	105226.327607266	114765.496204534	111582.234468107	NA	NA	NA	NA	NA	NA	55103.2064798384	-1.5183990954599	0.110119286337635	-13.788675407906	2.98184746692808e-43	3.9606187503292e-41
FBgn0010038	32499	19550	20613	2034	2242	1248	35740.9309894259	24218.0297433258	20446.9787897604	2142.76768637112	3020.60554911854	1421.38621241182	942.052875787144	633.08470430459	530.240442631539	59.9298001505656	84.5455167015579	43.8702870034901	14044.8004599248	3.61044821174676	0.262030833124268	13.7787151561454	3.42310261119763e-43	4.48609007539486e-41
FBgn0021776	3235	4528	4685	33646	23771	28974	3557.70675253985	5609.16821881224	4647.26607626389	35445.2121807487	32026.2330544589	32999.394325657	21.2963058138634	33.3001496410722	27.3694423667816	225.138635310731	203.576261318343	231.307148020773	15506.6224544844	-2.86266354824687	0.207997386836314	-13.7629784286649	4.25624114272315e-43	5.50455186734551e-41
FBgn0063649	4242	6156	7477	934	766	817	4665.15982821455	7625.89212787283	7416.77875180898	983.945437104537	1032.01777458733	930.506839375364	23.3277727632598	37.8190835375043	36.4885291097206	5.22078834941954	5.48000650800223	5.44847894541402	2773.83698165115	2.74185563342787	0.203309875728236	13.4860917287309	1.88849233274079e-41	2.41064819980639e-39
FBgn0039316	3206	1774	2146	313	311	259	3525.81386356809	2197.58489844808	2128.71568829505	329.737603654947	419.004605609218	294.98319632585	48.2068128981584	29.7994531672987	28.6352503052558	4.78383110659121	6.08352060708398	4.7227534549048	1302.77570674053	2.91317670410295	0.216888427862921	13.431683436537	3.94343827532124e-41	4.96923779591442e-39
FBgn0034800	127	104	152	797	576	688	139.668858600483	128.832485591094	150.775761705893	839.619393332244	776.034253475593	783.584706842412	1.53704361770904	1.40613036750653	1.63249711759805	9.80454380997462	9.06890070856192	10.0976780024223	432.997936918802	-2.51456151047085	0.187441415302963	-13.415186320518	4.92693290497305e-41	6.12997766113673e-39
